current_date,cases,deaths,country,population,first_date,high_risk_2w
2020-05-28,6,0,AU,25203200.0,31/12/2019,False
2020-05-27,15,0,AU,25203200.0,31/12/2019,False
2020-05-26,9,0,AU,25203200.0,31/12/2019,False
2020-05-25,3,0,AU,25203200.0,31/12/2019,False
2020-05-24,11,1,AU,25203200.0,31/12/2019,False
2020-05-23,14,1,AU,25203200.0,31/12/2019,False
2020-05-22,2,0,AU,25203200.0,31/12/2019,False
2020-05-21,11,1,AU,25203200.0,31/12/2019,False
2020-05-20,8,0,AU,25203200.0,31/12/2019,False
2020-05-19,15,1,AU,25203200.0,31/12/2019,False
2020-05-18,9,0,AU,25203200.0,31/12/2019,False
2020-05-17,17,0,AU,25203200.0,31/12/2019,False
2020-05-16,30,0,AU,25203200.0,31/12/2019,False
2020-05-15,14,0,AU,25203200.0,31/12/2019,False
2020-05-14,11,1,AU,25203200.0,31/12/2019,False
2020-05-13,16,0,AU,25203200.0,31/12/2019,False
2020-05-12,7,0,AU,25203200.0,31/12/2019,False
2020-05-11,12,0,AU,25203200.0,31/12/2019,False
2020-05-10,15,0,AU,25203200.0,31/12/2019,False
2020-05-09,18,0,AU,25203200.0,31/12/2019,False
2020-05-08,21,0,AU,25203200.0,31/12/2019,False
2020-05-07,26,1,AU,25203200.0,31/12/2019,False
2020-05-06,24,1,AU,25203200.0,31/12/2019,False
2020-05-05,24,0,AU,25203200.0,31/12/2019,False
2020-05-04,18,2,AU,25203200.0,31/12/2019,False
2020-05-03,16,0,AU,25203200.0,31/12/2019,False
2020-05-02,5,1,AU,25203200.0,31/12/2019,False
2020-05-01,16,2,AU,25203200.0,31/12/2019,False
2020-04-30,8,2,AU,25203200.0,31/12/2019,False
2020-04-29,13,4,AU,25203200.0,31/12/2019,False
2020-04-28,12,1,AU,25203200.0,31/12/2019,False
2020-04-27,10,2,AU,25203200.0,31/12/2019,False
2020-04-26,16,2,AU,25203200.0,31/12/2019,False
2020-04-25,20,4,AU,25203200.0,31/12/2019,False
2020-04-24,13,1,AU,25203200.0,31/12/2019,False
2020-04-23,7,0,AU,25203200.0,31/12/2019,False
2020-04-22,22,3,AU,25203200.0,31/12/2019,False
2020-04-21,13,1,AU,25203200.0,31/12/2019,False
2020-04-20,26,1,AU,25203200.0,31/12/2019,False
2020-04-19,53,2,AU,25203200.0,31/12/2019,False
2020-04-18,36,4,AU,25203200.0,31/12/2019,False
2020-04-17,39,0,AU,25203200.0,31/12/2019,False
2020-04-16,42,2,AU,25203200.0,31/12/2019,False
2020-04-15,50,0,AU,25203200.0,31/12/2019,False
2020-04-14,44,0,AU,25203200.0,31/12/2019,False
2020-04-13,33,4,AU,25203200.0,31/12/2019,False
2020-04-12,51,3,AU,25203200.0,31/12/2019,False
2020-04-11,86,2,AU,25203200.0,31/12/2019,False
2020-04-10,100,2,AU,25203200.0,31/12/2019,False
2020-04-09,96,5,AU,25203200.0,31/12/2019,False
2020-04-08,112,3,AU,25203200.0,31/12/2019,False
2020-04-07,100,6,AU,25203200.0,31/12/2019,False
2020-04-06,57,2,AU,25203200.0,31/12/2019,False
2020-04-05,139,4,AU,25203200.0,31/12/2019,False
2020-04-04,324,7,AU,25203200.0,31/12/2019,False
2020-04-03,248,2,AU,25203200.0,31/12/2019,False
2020-04-02,269,1,AU,25203200.0,31/12/2019,False
2020-04-01,150,1,AU,25203200.0,31/12/2019,False
2020-03-31,464,3,AU,25203200.0,31/12/2019,False
2020-03-30,284,2,AU,25203200.0,31/12/2019,False
2020-03-29,431,1,AU,25203200.0,31/12/2019,False
